index,title,type,date,year,month,month_name,date_sort,url,slug,img,source_page,source_method,topic_tags
1573,"Independent Assessment of the APEC Human Resources Development Working Group","Reports","July 2014",2014,7,"July","2014-07","https://www.apec.org/publications/2014/07/independent-assessment-of-the-apec-human-resources-development-working-group","independent-assessment-of-the-apec-human-resources-development-working-group","https://www.apec.org/images/default-source/publication/2014/7/independent-assessment-of-the-apec-human-resources-development-working-group/1542-hrdwg-inde-assess_1-jul-2014_final_cover.tmb-h300.jpg?Culture=en&sfvrsn=56cc8b42_1",175,"api","smes"
1574,"APEC Train-the-Trainer Training Course for Women SME Service Exporters â€“ Summary Report","Reports","July 2014",2014,7,"July","2014-07","https://www.apec.org/publications/2014/07/apec-train-the-trainer-training-course-for-women-sme-service-exporters-summary-report","apec-train-the-trainer-training-course-for-women-sme-service-exporters-summary-report","https://www.apec.org/images/default-source/publication/2014/7/apec-train-the-trainer-training-course-for-women-sme-service-exporters-summary-report/1536-cover_summary-report_sme-11_2013.tmb-h300.jpg?Culture=en&sfvrsn=e112a892_1",175,"api","women|smes"
1575,"Independent Assessment of the APEC Health Working Group","Reports","July 2014",2014,7,"July","2014-07","https://www.apec.org/publications/2014/07/independent-assessment-of-the-apec-health-working-group","independent-assessment-of-the-apec-health-working-group","https://www.apec.org/images/default-source/publication/2014/7/independent-assessment-of-the-apec-health-working-group/1541-hwg-ia-report-2014_18072014e_cover.tmb-h300.jpg?Culture=en&sfvrsn=86aa6bab_1",175,"api","health|smes"
1576,"Asia Region Funds Passport - A Study of Potential Economic Benefits and Costs","Reports","July 2014",2014,7,"July","2014-07","https://www.apec.org/publications/2014/07/asia-region-funds-passport---a-study-of-potential-economic-benefits-and-costs","asia-region-funds-passport---a-study-of-potential-economic-benefits-and-costs","https://www.apec.org/images/default-source/publication/2014/7/asia-region-funds-passport---a-study-of-potential-economic-benefits-and-costs/1535-cover_asia-funds-passport---a-study-of-potential-economic-benefits-and-costs.tmb-h300.jpg?Culture=en&sfvrsn=ebb81e0d_1",176,"api",""
1577,"Independent Assessment of the APEC Tourism Working Group","Reports","July 2014",2014,7,"July","2014-07","https://www.apec.org/publications/2014/07/independent-assessment-of-the-apec-tourism-working-group","independent-assessment-of-the-apec-tourism-working-group","https://www.apec.org/images/default-source/publication/2014/7/independent-assessment-of-the-apec-tourism-working-group/1537-twg-ia-report-2014-with-publ-number_180714_final_cover.tmb-h300.jpg?Culture=en&sfvrsn=ee3afbf5_1",176,"api","smes"
1578,"Perceptions on the Use of Non-Tariff Measures Within the APEC Region","Reports","June 2014",2014,6,"June","2014-06","https://www.apec.org/publications/2014/06/perceptions-on-the-use-of-non-tariff-measures-within-the-apec-region","perceptions-on-the-use-of-non-tariff-measures-within-the-apec-region","https://www.apec.org/images/default-source/publication/2014/6/perceptions-on-the-use-of-non-tariff-measures-within-the-apec-region/1531-perceptions-in-the-use-of-ntms-within-the-apec-region-june2014_cover.tmb-h300.jpg?Culture=en&sfvrsn=797b7be6_1",176,"api","trade"
1579,"Outcome Report Symposium on APEC Connectivity Blueprint (Qingdao, China - 12 May 2014)","Reports","June 2014",2014,6,"June","2014-06","https://www.apec.org/publications/2014/06/outcome-report-symposium-on-apec-connectivity-blueprint-qingdao-china-12-may-2014","outcome-report-symposium-on-apec-connectivity-blueprint-qingdao-china-12-may-2014","https://www.apec.org/images/default-source/publication/2014/6/outcome-report-symposium-on-apec-connectivity-blueprint-qingdao-china-12-may-2014/1532-apec-connectivity-symposium---master-final_cover.tmb-h300.jpg?Culture=en&sfvrsn=58917c5_1",176,"api",""
1580,"APEC Study Center Consortium Conference 2014, Proceedings","Proceedings","June 2014",2014,6,"June","2014-06","https://www.apec.org/publications/2014/06/apec-study-center-consortium-conference-2014-proceedings","apec-study-center-consortium-conference-2014-proceedings","https://www.apec.org/images/default-source/publication/2014/6/apec-study-center-consortium-conference-2014-proceedings/1530-asccc_2014_qingdao_cover.tmb-h300.jpg?Culture=en&sfvrsn=860e93c4_1",176,"api",""
1581,"Cooperative Study on Efficient Renewable Resources Integration and Distribution Technologies for Smart Grid Construction","Reports","May 2014",2014,5,"May","2014-05","https://www.apec.org/publications/2014/05/cooperative-study-on-efficient-renewable-resources-integration-and-distribution-technologies-for-sma","cooperative-study-on-efficient-renewable-resources-integration-and-distribution-technologies-for-sma","https://www.apec.org/images/default-source/publication/2014/5/cooperative-study-on-efficient-renewable-resources-integration-and-distribution-technologies-for-sma/1529-cover_ist-01-2011a---final-report.tmb-h300.jpg?Culture=en&sfvrsn=aab0baca_1",176,"api","digital"
1582,"Operation Technology of Solar Photovoltaic Power Station Roof and Policy Framework","Reports","May 2014",2014,5,"May","2014-05","https://www.apec.org/publications/2014/05/operation-technology-of-solar-photovoltaic-power-station-roof-and-policy-framework","operation-technology-of-solar-photovoltaic-power-station-roof-and-policy-framework","https://www.apec.org/images/default-source/publication/2014/5/operation-technology-of-solar-photovoltaic-power-station-roof-and-policy-framework/1528-cover_apec-pv-otpf-final-report-2014-2.tmb-h300.jpg?Culture=en&sfvrsn=352f0666_1",176,"api","digital"
1583,"Key Trends and Developments relating to Trade and Investment Measures and their Impact on the APEC region","Reports","May 2014",2014,5,"May","2014-05","https://www.apec.org/publications/2014/05/key-trends-and-developments-relating-to-trade-and-investment-measures-and-their-impact-on-the-apec-r7","key-trends-and-developments-relating-to-trade-and-investment-measures-and-their-impact-on-the-apec-r7","https://www.apec.org/images/default-source/publication/2014/5/key-trends-and-developments-relating-to-trade-and-investment-measures-and-their-impact-on-the-apec-r/1525-cover---pages-from-trade-monitoring-report---may-2014.tmb-h300.jpg?Culture=en&sfvrsn=1fc58332_1",176,"api","trade|finance"
1584,"Quantitative Analysis on Value Chain Risks in the APEC Region","Reports","May 2014",2014,5,"May","2014-05","https://www.apec.org/publications/2014/05/quantitative-analysis-on-value-chain-risks-in-the-apec-region","quantitative-analysis-on-value-chain-risks-in-the-apec-region","https://www.apec.org/images/default-source/publication/2014/5/quantitative-analysis-on-value-chain-risks-in-the-apec-region/1527-cover---quantitative-analysis-of-value-chain-risk.tmb-h300.jpg?Culture=en&sfvrsn=d392a564_1",176,"api","trade"
1585,"Integrating SMEs into Global Value Chains: Policy Principles and Best Practices","Reports","May 2014",2014,5,"May","2014-05","https://www.apec.org/publications/2014/05/integrating-smes-into-global-value-chains-policy-principles-and-best-practices","integrating-smes-into-global-value-chains-policy-principles-and-best-practices","https://www.apec.org/images/default-source/publication/2014/5/integrating-smes-into-global-value-chains-policy-principles-and-best-practices/1524cover-integrating-smes-into-gvcs-final-21apr.tmb-h300.jpg?Culture=en&sfvrsn=ab1834ae_1",177,"api","trade|smes"
1586,"2013 PSU Annual Report","Reports","May 2014",2014,5,"May","2014-05","https://www.apec.org/publications/2014/05/2013-psu-annual-report","2013-psu-annual-report","https://www.apec.org/images/default-source/publication/2014/5/2013-psu-annual-report/1526-cover---psu-annual-report-2013.tmb-h300.jpg?Culture=en&sfvrsn=abf20ebc_1",177,"api",""
1587,"The Concept of Low-Carbon Town in the APEC Region - Third Edition","Manuals","April 2014",2014,4,"April","2014-04","https://www.apec.org/publications/2014/04/the-concept-of-low-carbon-town-in-the-apec-region---third-edition","the-concept-of-low-carbon-town-in-the-apec-region---third-edition","https://www.apec.org/images/default-source/publication/2014/4/the-concept-of-low-carbon-town-in-the-apec-region---third-edition/1521-cover---lcmt-concept-note-third-edition.tmb-h300.jpg?Culture=en&sfvrsn=6153a82a_1",177,"api","sustainability"
1588,"APEC Guidelines on Standards Infrastructure","Reports","April 2014",2014,4,"April","2014-04","https://www.apec.org/publications/2014/04/apec-guidelines-on-standards-infrastructure","apec-guidelines-on-standards-infrastructure","https://www.apec.org/images/default-source/publication/2014/4/apec-guidelines-on-standards-infrastructure/1522-coverpageapec-guidelines-on-standards-infrastructure.tmb-h300.jpg?Culture=en&sfvrsn=a18dd63_1",177,"api","regulation"
1589,"Enhancing the Competitiveness of SMEs through the innovative Cooperative Business Model (CBM)","Reports","April 2014",2014,4,"April","2014-04","https://www.apec.org/publications/2014/04/enhancing-the-competitiveness-of-smes-through-the-innovative-cooperative-business-model-cbm","enhancing-the-competitiveness-of-smes-through-the-innovative-cooperative-business-model-cbm","https://www.apec.org/images/default-source/publication/2014/4/enhancing-the-competitiveness-of-smes-through-the-innovative-cooperative-business-model-cbm/1520-cover-page---final-report_apec-sme-03-12_4-april-2014_cooperatives.tmb-h300.jpg?Culture=en&sfvrsn=b5d27e87_1",177,"api","smes"
1590,"Voluntary Standards and Regulatory Approaches in Advertising in APEC Economies","Reports","April 2014",2014,4,"April","2014-04","https://www.apec.org/publications/2014/04/voluntary-standards-and-regulatory-approaches-in-advertising-in-apec-economies","voluntary-standards-and-regulatory-approaches-in-advertising-in-apec-economies","https://www.apec.org/images/default-source/publication/2014/4/voluntary-standards-and-regulatory-approaches-in-advertising-in-apec-economies/1523-cover-page-final_advertising_28-apr-14.tmb-h300.jpg?Culture=en&sfvrsn=e72b12c8_1",177,"api","regulation"
1591,"APEC Economic Trends Analysis, April 2014","Reports","April 2014",2014,4,"April","2014-04","https://www.apec.org/publications/2014/04/apec-economic-trends-analysis-april-2014","apec-economic-trends-analysis-april-2014","https://www.apec.org/images/default-source/publication/2014/4/apec-economic-trends-analysis-april-2014/1516-cover-page_apec-economic-trends-analysis.tmb-h300.jpg?Culture=en&sfvrsn=29ef5739_1",177,"api",""
1592,"Secondary Math and Science Teacher Preparation: An International Study of Promising Practices in APEC from Economiesâ€™ Case Studies","Reports","March 2014",2014,3,"March","2014-03","https://www.apec.org/publications/2014/03/secondary-math-and-science-teacher-preparation-an-international-study-of-promising-practices-in-apec","secondary-math-and-science-teacher-preparation-an-international-study-of-promising-practices-in-apec","https://www.apec.org/images/default-source/publication/2014/3/secondary-math-and-science-teacher-preparation-an-international-study-of-promising-practices-in-apec/1619-cover_hrdwg-teacher-prep.tmb-h300.jpg?Culture=en&sfvrsn=122b0790_1",177,"api",""
1593,"Corporate Social Responsibility in Mining for Economies - Instructors Guidebook","Reports","March 2014",2014,3,"March","2014-03","https://www.apec.org/publications/2014/03/corporate-social-responsibility-in-mining-for-economies---instructors-guidebook","corporate-social-responsibility-in-mining-for-economies---instructors-guidebook","https://www.apec.org/images/default-source/publication/2014/3/corporate-social-responsibility-in-mining-for-economies---instructors-guidebook/1519-cover---2013-csr-in-mining-for-apec-economies-instructors-guide-book.tmb-h300.jpg?Culture=en&sfvrsn=df478010_1",177,"api",""
1594,"Sustainable Development of Tourism Destinations","Reports","March 2014",2014,3,"March","2014-03","https://www.apec.org/publications/2014/03/sustainable-development-of-tourism-destinations","sustainable-development-of-tourism-destinations","https://www.apec.org/images/default-source/publication/2014/3/sustainable-development-of-tourism-destinations/1513cover-from-apec-sustainable-development-tourism-destinations-final-07022014-4.tmb-h300.jpg?Culture=en&sfvrsn=850ba7c1_1",178,"api","sustainability"
1595,"Final Report: APEC Workshop on Information Sharing on Logistics Services","Reports","March 2014",2014,3,"March","2014-03","https://www.apec.org/publications/2014/03/final-report-apec-workshop-on-information-sharing-on-logistics-services","final-report-apec-workshop-on-information-sharing-on-logistics-services","https://www.apec.org/images/default-source/publication/2014/3/final-report-apec-workshop-on-information-sharing-on-logistics-services/1515-cover_cti-17-2012t-literature-review-and-analysis-report.tmb-h300.jpg?Culture=en&sfvrsn=646edf8e_1",178,"api",""
1596,"Feasibility of Accelerating the Deployment of Carbon Capture, Utilization and Storage in Developing APEC Economies","Reports","March 2014",2014,3,"March","2014-03","https://www.apec.org/publications/2014/03/feasibility-of-accelerating-the-deployment-of-carbon-capture-utilization-and-storage-in-developing-a","feasibility-of-accelerating-the-deployment-of-carbon-capture-utilization-and-storage-in-developing-a","https://www.apec.org/images/default-source/publication/2014/3/feasibility-of-accelerating-the-deployment-of-carbon-capture-utilization-and-storage-in-developing-a/1514-cover-ewg_24_2011-ari-apec-ccus-eor-report-mar_05_2014-(2).tmb-h300.jpg?Culture=en&sfvrsn=51ffbfb7_1",178,"api","sustainability"
1597,"APEC Seminar Workshop on Mainstreaming Climate Change Adaptation and Mitigation Initiative in Agriculture (AMIA)","Proceedings","February 2014",2014,2,"February","2014-02","https://www.apec.org/publications/2014/02/apec-seminar-workshop-on-mainstreaming-climate-change-adaptation-and-mitigation-initiative-in-agricu","apec-seminar-workshop-on-mainstreaming-climate-change-adaptation-and-mitigation-initiative-in-agricu","https://www.apec.org/images/default-source/publication/2014/2/apec-seminar-workshop-on-mainstreaming-climate-change-adaptation-and-mitigation-initiative-in-agricu/1512cover-from-atc-032012aseminar-workshop-report-final.tmb-h300.jpg?Culture=en&sfvrsn=5a35527c_1",178,"api","sustainability|agriculture"
1598,"Start-Up Guide, Building Information Modeling","Manuals","February 2014",2014,2,"February","2014-02","https://www.apec.org/publications/2014/02/startup-guide-building-information-modeling","startup-guide-building-information-modeling","https://www.apec.org/images/default-source/publication/2014/2/startup-guide-building-information-modeling/1510-m_cti-02_2012a_-bim_start-up_guide_cover.tmb-h300.jpg?Culture=en&sfvrsn=2b62824f_1",178,"api",""
1599,"Progress Report on 2011 Baseline Study on Good Regulatory Practices","Reports","February 2014",2014,2,"February","2014-02","https://www.apec.org/publications/2014/02/progress-report-on-2011-baseline-study-on-good-regulatory-practices","progress-report-on-2011-baseline-study-on-good-regulatory-practices","https://www.apec.org/images/default-source/publication/2014/2/progress-report-on-2011-baseline-study-on-good-regulatory-practices/1507-apec-grp-baseline-study-update_mt_04022014_cover.tmb-h300.jpg?Culture=en&sfvrsn=2515a2c4_1",178,"api","regulation"
1600,"A Report on the APEC Region Labour Market: Evidence of skills shortages and general trends in employment and the value of better labour market information systems","Reports","February 2014",2014,2,"February","2014-02","https://www.apec.org/publications/2014/02/a-report-on-the-apec-region-labour-market-evidence-of-skills-shortages-and-general-trends-in-employm","a-report-on-the-apec-region-labour-market-evidence-of-skills-shortages-and-general-trends-in-employm","https://www.apec.org/images/default-source/publication/2014/2/a-report-on-the-apec-region-labour-market-evidence-of-skills-shortages-and-general-trends-in-employm/1533-cover_hrd-022012a_-skills-mapping-expert-report-january-2014_24012014.tmb-h300.jpg?Culture=en&sfvrsn=cead1b20_1",178,"api",""
1601,"Research Outcomes: Summary of Research Projects 2013","Reports","February 2014",2014,2,"February","2014-02","https://www.apec.org/publications/2014/02/research-outcomes-summary-of-research-projects-2013","research-outcomes-summary-of-research-projects-2013","https://www.apec.org/images/default-source/publication/2014/2/research-outcomes-summary-of-research-projects-2013/1509-coverfrom-apec_ro2013.tmb-h300.jpg?Culture=en&sfvrsn=be703b13_1",178,"api",""
1602,"Summary Report - APEC Workshop on Promoting the Development of Wind Energy","Reports","February 2014",2014,2,"February","2014-02","https://www.apec.org/publications/2014/02/summary-report---apec-workshop-on-promoting-the-development-of-wind-energy","summary-report---apec-workshop-on-promoting-the-development-of-wind-energy","https://www.apec.org/images/default-source/publication/2014/2/summary-report---apec-workshop-on-promoting-the-development-of-wind-energy/1511-coverewg-14_2013-summary-report---final.tmb-h300.jpg?Culture=en&sfvrsn=c4fbe227_1",178,"api","energy"
1603,"Building Natural Disaster Response Capacity â€“ Sound Workforce Strategies for Recovery and Reconstruction","Reports","February 2014",2014,2,"February","2014-02","https://www.apec.org/publications/2014/02/building-natural-disaster-response-capacity-sound-workforce-strategies-for-recovery-and-reconstruct","building-natural-disaster-response-capacity-sound-workforce-strategies-for-recovery-and-reconstruct","https://www.apec.org/images/default-source/publication/2014/2/building-natural-disaster-response-capacity-sound-workforce-strategies-for-recovery-and-reconstruct/1534-cover_hrd-012012a_final-report---apec-natural-disasters-workforce-project.tmb-h300.jpg?Culture=en&sfvrsn=11c6084_1",179,"api",""
1604,"APEC Outcomes & Outlook 2013/2014","Brochures","February 2014",2014,2,"February","2014-02","https://www.apec.org/publications/2014/02/apec-outcomes-outlook-20132014","apec-outcomes-outlook-20132014","https://www.apec.org/images/default-source/publication/2014/2/apec-outcomes-outlook-20132014/1508-pages-from-oo_2014.tmb-h300.jpg?Culture=en&sfvrsn=9173977_1",179,"api",""
1605,"APEC, Services, and Supply Chains - Taking Stock of Services-Related Activities in APEC","Reports","January 2014",2014,1,"January","2014-01","https://www.apec.org/publications/2014/01/apec-services-and-supply-chains-taking-stock-of-servicesrelated-activities-in-apec","apec-services-and-supply-chains-taking-stock-of-servicesrelated-activities-in-apec","https://www.apec.org/images/default-source/publication/2014/1/apec-services-and-supply-chains-taking-stock-of-servicesrelated-activities-in-apec/1506-2014-psu-policy-brief-final---coverpage.tmb-h300.jpg?Culture=en&sfvrsn=42c11393_1",179,"api","trade"
1606,"Workshop IV Report on Large Marine Ecosystems","Proceedings","December 2013",2013,12,"December","2013-12","https://www.apec.org/publications/2013/12/workshop-iv-report-on-large-marine-ecosystems","workshop-iv-report-on-large-marine-ecosystems","https://www.apec.org/images/default-source/publication/2013/12/workshop-iv-report-on-large-marine-ecosystems/1495-cover-2013_ofwg_lme-phaseiv-workshop.tmb-h300.jpg?Culture=en&sfvrsn=4962d63_1",179,"api",""
1607,"Promoting Stable and Consistent Renewable Energy Supply by Utilizing Suitable Energy Storage Systems","Reports","December 2013",2013,12,"December","2013-12","https://www.apec.org/publications/2013/12/promoting-stable-and-consistent-renewable-energy-supply-by-utilizing-suitable-energy-storage-systems","promoting-stable-and-consistent-renewable-energy-supply-by-utilizing-suitable-energy-storage-systems","https://www.apec.org/images/default-source/publication/2013/12/promoting-stable-and-consistent-renewable-energy-supply-by-utilizing-suitable-energy-storage-systems/1492-cover_ewg_energy-storage-sys-summary.tmb-h300.jpg?Culture=en&sfvrsn=216edb43_1",179,"api","energy"
1608,"Enhance Energy Utilization and Transformation Efficiency through Comprehensive Utilization of Coal","Reports","December 2013",2013,12,"December","2013-12","https://www.apec.org/publications/2013/12/enhance-energy-utilization-and-transformation-efficiency-through-comprehensive-utilization-of-coal","enhance-energy-utilization-and-transformation-efficiency-through-comprehensive-utilization-of-coal","https://www.apec.org/images/default-source/publication/2013/12/enhance-energy-utilization-and-transformation-efficiency-through-comprehensive-utilization-of-coal/1494cover-2013ewgre0123.tmb-h300.jpg?Culture=en&sfvrsn=f0de5d8f_1",179,"api","energy"
1609,"Distribution Transformer Survey: Estimate of Energy Savings Potential from Mandatory Efficiency Standards Volume 2 (China Work)","Reports","December 2013",2013,12,"December","2013-12","https://www.apec.org/publications/2013/12/distribution-transformer-survey-estimate-of-energy-savings-potential-from-mandatory-efficiency-stand1","distribution-transformer-survey-estimate-of-energy-savings-potential-from-mandatory-efficiency-stand1","https://www.apec.org/images/default-source/publication/2013/12/distribution-transformer-survey-estimate-of-energy-savings-potential-from-mandatory-efficiency-stand/1486-cover_ewg_meps_vol-2.tmb-h300.jpg?Culture=en&sfvrsn=7fd1e8f1_1",179,"api","energy|regulation"
1610,"SMEs in the APEC Region","Reports","December 2013",2013,12,"December","2013-12","https://www.apec.org/publications/2013/12/smes-in-the-apec-region","smes-in-the-apec-region","https://www.apec.org/images/default-source/publication/2013/12/smes-in-the-apec-region/1484-20131206_policybrief_smesinapecregion.tmb-h300.png?Culture=en&sfvrsn=4c713725_1",179,"api","smes"
1611,"Sustainable Intermodal Transportation Network Using Short Sea Shipping","Reports","December 2013",2013,12,"December","2013-12","https://www.apec.org/publications/2013/12/sustainable-intermodal-transportation-network-using-short-sea-shipping","sustainable-intermodal-transportation-network-using-short-sea-shipping","https://www.apec.org/images/default-source/publication/2013/12/sustainable-intermodal-transportation-network-using-short-sea-shipping/1498viewpicphp.tmb-h300.jpg?Culture=en&sfvrsn=9ad67bd3_1",179,"api","sustainability"
1612,"Agricultural Statistics Best Practice Methodology Handbook","Manuals","December 2013",2013,12,"December","2013-12","https://www.apec.org/publications/2013/12/agricultural-statistics-best-practice-methodology-handbook","agricultural-statistics-best-practice-methodology-handbook","https://www.apec.org/images/default-source/publication/2013/12/agricultural-statistics-best-practice-methodology-handbook/1503-cover-atc_ag-stat-handbook.tmb-h300.jpg?Culture=en&sfvrsn=d82b7c31_1",180,"api","agriculture"
1613,"Air Traffic Management Emissions Reduction","Reports","December 2013",2013,12,"December","2013-12","https://www.apec.org/publications/2013/12/air-traffic-management-emissions-reduction","air-traffic-management-emissions-reduction","https://www.apec.org/images/default-source/publication/2013/12/air-traffic-management-emissions-reduction/1493-cover-2013_tpt_air-traffice-mgmt.tmb-h300.jpg?Culture=en&sfvrsn=321d99f_1",180,"api",""
1614,"Report on APEC Advanced Training on Marine Spatial Planning for the Pacific Rim","Reports","December 2013",2013,12,"December","2013-12","https://www.apec.org/publications/2013/12/report-on-apec-advanced-training-on-marine-spatial-planning-for-the-pacific-rim","report-on-apec-advanced-training-on-marine-spatial-planning-for-the-pacific-rim","https://www.apec.org/images/default-source/publication/2013/12/report-on-apec-advanced-training-on-marine-spatial-planning-for-the-pacific-rim/1496-cover_marine-spatial-train-2.tmb-h300.jpg?Culture=en&sfvrsn=45547dbb_1",180,"api",""
1615,"Workshop to Support the Development of National Lighting Design Centers in APEC Region","Proceedings","December 2013",2013,12,"December","2013-12","https://www.apec.org/publications/2013/12/workshop-to-support-the-development-of-national-lighting-design-centers-in-apec-region","workshop-to-support-the-development-of-national-lighting-design-centers-in-apec-region","https://www.apec.org/images/default-source/publication/2013/12/workshop-to-support-the-development-of-national-lighting-design-centers-in-apec-region/1504-ewg-14_2012a-final-report-cover.tmb-h300.jpg?Culture=en&sfvrsn=ca9a68ae_1",180,"api",""
1616,"APEC-ASEAN Harmonization of Energy Efficiency Standards for Air Conditioners: Phase 1","Reports","December 2013",2013,12,"December","2013-12","https://www.apec.org/publications/2013/12/apec-asean-harmonization-of-energy-efficiency-standards-for-air-conditioners-phase-1","apec-asean-harmonization-of-energy-efficiency-standards-for-air-conditioners-phase-1","https://www.apec.org/images/default-source/publication/2013/12/apec-asean-harmonization-of-energy-efficiency-standards-for-air-conditioners-phase-1/1482-cover-2013_ewg_harmonization-air-con.tmb-h300.jpg?Culture=en&sfvrsn=6032cc8a_1",180,"api","energy|regulation"
1617,"Cost of Healthcare-Associated Infections in APEC Economies: A Review of the Literature","Reports","December 2013",2013,12,"December","2013-12","https://www.apec.org/publications/2013/12/cost-of-healthcare-associated-infections-in-apec-economies-a-review-of-the-literature","cost-of-healthcare-associated-infections-in-apec-economies-a-review-of-the-literature","https://www.apec.org/images/default-source/publication/2013/12/cost-of-healthcare-associated-infections-in-apec-economies-a-review-of-the-literature/1499-cover_hai_lit.tmb-h300.jpg?Culture=en&sfvrsn=89c1d025_1",180,"api","health"
1618,"Best Practices in Agricultural Statistics in APEC Member Economies: Baseline Study","Reports","December 2013",2013,12,"December","2013-12","https://www.apec.org/publications/2013/12/best-practices-in-agricultural-statistics-in-apec-member-economies-baseline-study","best-practices-in-agricultural-statistics-in-apec-member-economies-baseline-study","https://www.apec.org/images/default-source/publication/2013/12/best-practices-in-agricultural-statistics-in-apec-member-economies-baseline-study/1502-cover_atc_ag-stat-data-study.tmb-h300.jpg?Culture=en&sfvrsn=587bef46_1",180,"api","agriculture"
1619,"Distribution Transformer Survey: Estimate of Energy Savings Potential from Mandatory Efficiency Standards Volume 1 (International)","Reports","December 2013",2013,12,"December","2013-12","https://www.apec.org/publications/2013/12/distribution-transformer-survey-estimate-of-energy-savings-potential-from-mandatory-efficiency-stand","distribution-transformer-survey-estimate-of-energy-savings-potential-from-mandatory-efficiency-stand","https://www.apec.org/images/default-source/publication/2013/12/distribution-transformer-survey-estimate-of-energy-savings-potential-from-mandatory-efficiency-stand/1485-cover-vol1.tmb-h300.jpg?Culture=en&sfvrsn=d0d6aba6_1",180,"api","energy|regulation"
1620,"Broadband Network Development for Green Growth","Reports","December 2013",2013,12,"December","2013-12","https://www.apec.org/publications/2013/12/broadband-network-development-for-green-growth","broadband-network-development-for-green-growth","https://www.apec.org/images/default-source/publication/2013/12/broadband-network-development-for-green-growth/1487-cover-rev_tel_broadband-network-development-for-green-growth_30012014.tmb-h300.jpg?Culture=en&sfvrsn=f6269b04_1",180,"api","sustainability"
1621,"Report for Workshop on Application of Satellite Technologies for Emergencies Preparedness, Management and Response in Asia-Pacific Region","Proceedings","December 2013",2013,12,"December","2013-12","https://www.apec.org/publications/2013/12/report-for-workshop-on-application-of-satellite-technologies-for-emergencies-preparedness-management","report-for-workshop-on-application-of-satellite-technologies-for-emergencies-preparedness-management","https://www.apec.org/images/default-source/publication/2013/12/report-for-workshop-on-application-of-satellite-technologies-for-emergencies-preparedness-management/1488-cover_satellite-workshop.tmb-h300.jpg?Culture=en&sfvrsn=79980754_1",181,"api",""
1622,"Enhancing Health Securityâ€“International campaign program to control antimicrobial resistance in the Asia-Pacific","Reports","December 2013",2013,12,"December","2013-12","https://www.apec.org/publications/2013/12/enhancing-health-securityinternational-campaign-program-to-control-antimicrobial-resistance-in-the-a","enhancing-health-securityinternational-campaign-program-to-control-antimicrobial-resistance-in-the-a","https://www.apec.org/images/default-source/publication/2013/12/enhancing-health-securityinternational-campaign-program-to-control-antimicrobial-resistance-in-the-a/1490-cover_health-security.tmb-h300.jpg?Culture=en&sfvrsn=21377043_1",181,"api","health|smes"
1623,"APEC Energy Statistics 2011","Reports","December 2013",2013,12,"December","2013-12","https://www.apec.org/publications/2013/12/apec-energy-statistics-2011","apec-energy-statistics-2011","https://www.apec.org/images/default-source/publication/2013/12/apec-energy-statistics-2011/1497-cover_ewg_statistics-2011.tmb-h300.jpg?Culture=en&sfvrsn=98000365_1",181,"api","energy"
1624,"APEC Energy Statistics Handbook 2011","Manuals","December 2013",2013,12,"December","2013-12","https://www.apec.org/publications/2013/12/apec-energy-statistics-handbook-2011","apec-energy-statistics-handbook-2011","https://www.apec.org/images/default-source/publication/2013/12/apec-energy-statistics-handbook-2011/1500-cover-ewg-handbook2011.tmb-h300.jpg?Culture=en&sfvrsn=24fa01e2_1",181,"api","energy"
1625,"Symposium on â€œPromoting Human Security in APEC: Development of e-Health Systems as a Tool for Management in the Health Area of APEC Economiesâ€","Reports","December 2013",2013,12,"December","2013-12","https://www.apec.org/publications/2013/12/symposium-on-promoting-human-security-in-apec-development-of-ehealth-systems-as-a-tool-for-managem","symposium-on-promoting-human-security-in-apec-development-of-ehealth-systems-as-a-tool-for-managem","https://www.apec.org/images/default-source/publication/2013/12/symposium-on-promoting-human-security-in-apec-development-of-ehealth-systems-as-a-tool-for-managem/1491-cover_hwg-09-2012a.tmb-h300.jpg?Culture=en&sfvrsn=4d284757_1",181,"api","health"
1626,"Energy Efficient Building Workshop and Training","Proceedings","December 2013",2013,12,"December","2013-12","https://www.apec.org/publications/2013/12/energy-efficient-building-workshop-and-training","energy-efficient-building-workshop-and-training","https://www.apec.org/images/default-source/publication/2013/12/energy-efficient-building-workshop-and-training/1483-ewg13_2012a_cover-page.tmb-h300.jpg?Culture=en&sfvrsn=5ad0ee09_1",181,"api","energy"
1627,"APEC Workshop on Innovation Service Chain Based on Information Technology","Reports","December 2013",2013,12,"December","2013-12","https://www.apec.org/publications/2013/12/apec-workshop-on-innovation-service-chain-based-on-information-technology","apec-workshop-on-innovation-service-chain-based-on-information-technology","https://www.apec.org/images/default-source/publication/2013/12/apec-workshop-on-innovation-service-chain-based-on-information-technology/1481-cover-ist.tmb-h300.jpg?Culture=en&sfvrsn=4fc3e0ed_1",181,"api","digital"
